task_id,backend,raw_status,normalized_status,failure_stage,failure_origin,failure_reason,confidence,blocking,evidence,notes_tail
vbm1_one_shot_timer_bugfix,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | spectre_csv_rows=549 cols=4 | trig_edges=5 pulse_edges=1 pulse_frac=0.8454"
vbm1_one_shot_timer_dut,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=one_shot_timer.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_one_shot_timer_e2e,spectre,FAIL_DUT_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=one_shot_timer.va | spectre_strict:unsupported_tb_directives=13:curly_block,14:curly_block,17:curly_block,18:curly_block,21:curly_block,22:curly_block,25:curly_block,26:curly_block | spectre_strict:conditional_transition=one_shot_timer.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_one_shot_timer_tb,spectre,FAIL_TB_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"normalized_tb_save_tokens=1 | contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=one_shot_timer.va | spectre_strict:preflight_pass | spectre_data_missing_time | spectre_returncode=2"
vbm1_peak_detector_bugfix,spectre,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | spectre_csv_rows=422 cols=4 | pre=0.550 rst=0.000 late=0.700"
vbm1_peak_detector_dut,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | spectre_csv_rows=571 cols=4 | pre=0.550 rst=0.292 late=0.700"
vbm1_peak_detector_e2e,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=peak_detector.va | spectre_strict:preflight_pass | spectre_csv_rows=802 cols=4 | pre=1.793 rst=2.500 late=2.500"
vbm1_peak_detector_tb,spectre,FAIL_TB_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=peak_detector.va | spectre_strict:preflight_pass | spectre_data_missing_time | spectre_returncode=2"
vbm1_pfd_reset_race_bugfix,spectre,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | spectre_csv_rows=30125 cols=5 | up_first=0.0101 dn_first=0.0000 up_second=0.0000 dn_second=0.0102 up_pulses_first=5 dn_pulses_second=5 overlap_frac=0.0000"
vbm1_pfd_reset_race_dut,spectre,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:interface_parameter_missing=pfd_updn:tedge instance=IDUT passed=tedge,vth declared=reset_delay,td,vhi,vth | spectre_strict:preflight_pass | spectre_csv_rows=30127 cols=5 | up_first=0.0103 dn_first=0.0000 up_second=0.0000 dn_second=0.0103 up_pulses_first=5 dn_pulses_second=5 overlap_frac=0.0000"
vbm1_pfd_reset_race_e2e,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | generated_include=pfd_updn.va | spectre_strict:preflight_pass | spectre_csv_rows=30037 cols=5 | up_first=0.0500 dn_first=0.0000 up_second=0.0499 dn_second=0.0000 up_pulses_first=1 dn_pulses_second=0 overlap_frac=0.0000"
vbm1_pfd_reset_race_tb,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=pfd_updn.va | spectre_strict:preflight_pass | spectre_csv_rows=30121 cols=5 | up_first=0.2000 dn_first=0.0000 up_second=0.2000 dn_second=0.0000 up_pulses_first=10 dn_pulses_second=0 overlap_frac=0.0000"
vbm1_precision_rectifier_bugfix,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:conditional_transition=precision_rectifier.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_precision_rectifier_dut,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:conditional_transition=precision_rectifier.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_precision_rectifier_e2e,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | generated_include=precision_rectifier.va | spectre_strict:conditional_transition=precision_rectifier.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_precision_rectifier_tb,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,gold_dut_include=precision_rectifier.va | spectre_strict:preflight_pass | spectre_csv_rows=506 cols=4 | neg=0.577 pos=0.991
vbm1_resettable_counter_divider_bugfix,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:3,inserted:1,signals:12 | spectre_strict:preflight_pass | spectre_csv_rows=2102 cols=13 | ratio=5 in_edges=80 out_edges=8 intervals=[10, 10, 10, 10, 10, 10] lock=1"
vbm1_resettable_counter_divider_dut,spectre,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:3,inserted:1,signals:12 | spectre_strict:preflight_pass | spectre_csv_rows=2348 cols=13 | ratio=5 in_edges=80 out_edges=40 intervals=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] lock=1"
vbm1_resettable_counter_divider_e2e,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:12 | generated_include=clk_divider_ref.va | spectre_strict:conditional_transition=clk_divider_ref.va | spectre_data_missing_time | spectre_returncode=2"
vbm1_resettable_counter_divider_tb,spectre,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:12 | gold_dut_include=clk_divider_ref.va | spectre_strict:preflight_pass | spectre_csv_rows=1911 cols=13 | ratio=5 in_edges=80 out_edges=16 intervals=[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5] lock=1"
vbm1_resettable_integrator_bugfix,spectre,FAIL_DUT_COMPILE,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | spectre_data_missing_time | spectre_returncode=2"
vbm1_resettable_integrator_dut,spectre,FAIL_DUT_COMPILE,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | spectre_data_missing_time | spectre_returncode=2"
vbm1_resettable_integrator_e2e,spectre,FAIL_DUT_COMPILE,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=resettable_integrator.va | spectre_strict:preflight_pass | spectre_data_missing_time | spectre_returncode=2"
vbm1_resettable_integrator_tb,spectre,FAIL_TB_COMPILE,FAIL,compile_or_elaboration,dut_source,dut_compile_or_elaboration_failure,0.82,True,DUT compile/elaboration failed before a behavior verdict,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=resettable_integrator.va | spectre_strict:nonincreasing_pwl_time=7:t1=1e-08,t2=1e-08:Vvin (vin 0) vsource type=pwl wave=[,29:t1=6e-08,t2=6e-08:Vrst (rst 0) vsource type=pwl wave=[ | spectre_data_missing_time | spectre_returncode=2"
vbm1_rotating_element_selector_bugfix,spectre,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:conditional_transition=rotating_element_selector.va | spectre_data_missing_time | spectre_returncode=2"
