task_id,backend,raw_status,normalized_status,failure_stage,failure_origin,failure_reason,confidence,blocking,evidence,notes_tail
vbm1_cdac_calibration_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | generated_include=cdac_calibration.va | spectre_strict:preflight_pass | returncode=0 | first=0.000 mid=0.000 late=0.000"
vbm1_cdac_calibration_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=cdac_calibration.va | spectre_strict:preflight_pass | returncode=0 | first=0.050 mid=0.050 late=0.050"
vbm1_debounce_latch_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=debounce_latch.va"
vbm1_debounce_latch_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | early=0.000 late=1.000"
vbm1_debounce_latch_e2e,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=debounce_latch.va | spectre_strict:uncontinued_multiline_source=10:Vrst (rst_n 0) vsource type=pwl wave=[,21:Vsig (sig 0) vsource type=pwl wave=[ | spectre_strict:conditional_transition=debounce_latch.va"
vbm1_debounce_latch_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=debounce_latch.va | spectre_strict:uncontinued_multiline_source=10:Vsig (sig 0) vsource type=pwl wave=[,69:Vrst_n (rst_n 0) vsource type=pwl wave=["
vbm1_edge_detector_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | pulse_edges=4 high_frac=0.300"
vbm1_edge_detector_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | pulse_edges=4 high_frac=0.303"
vbm1_edge_detector_e2e,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=edge_detector.va | spectre_strict:conditional_transition=edge_detector.va | spectre_strict:conditional_cross=edge_detector.va:20:conditional_block"
vbm1_edge_detector_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,gold_dut_include=edge_detector.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source Vsig: Vsig: PWL wave must contain at least one time/value pair | ERROR: Invalid source Vrst: Vrst: PWL wave must contain at least one time/value pair | tran.csv missing
vbm1_element_shuffler_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:conditional_transition=element_shuffler.va"
vbm1_element_shuffler_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:preflight_pass | returncode=0 | highs={'out0': 25, 'out1': 100, 'out2': 100, 'out3': 97}"
vbm1_element_shuffler_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | generated_include=element_shuffler.va | spectre_strict:preflight_pass | returncode=0 | highs={'out0': 316, 'out1': 0, 'out2': 0, 'out3': 0}"
vbm1_element_shuffler_tb,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:6 | gold_dut_include=element_shuffler.va | spectre_strict:preflight_pass | returncode=0 | highs={'out0': 257, 'out1': 27, 'out2': 27, 'out3': 16}"
vbm1_file_metric_writer_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:interface_parameter_missing=file_metric_writer:filename instance=XDUT passed=filename declared=<none> | spectre_strict:preflight_pass | returncode=0 | pre=1.000 post=1.000"
vbm1_file_metric_writer_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:preflight_pass | returncode=0 | pre=0.000 post=0.000"
vbm1_file_metric_writer_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:2 | generated_include=file_metric_writer.va | spectre_strict:preflight_pass | returncode=0 | pre=0.000 post=0.000"
vbm1_file_metric_writer_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,gold_dut_include=file_metric_writer.va | spectre_strict:preflight_pass | returncode=0 | pre=0.636 post=0.900
vbm1_first_order_lowpass_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: 'abstime' | KeyError: 'abstime' | tran.csv missing"
vbm1_first_order_lowpass_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: '$abstime_step' | KeyError: '$abstime_step' | tran.csv missing"
vbm1_first_order_lowpass_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,generated_include=first_order_lowpass.va | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: '$abstime_step' | KeyError: '$abstime_step' | tran.csv missing
vbm1_first_order_lowpass_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:2 | gold_dut_include=first_order_lowpass.va | spectre_strict:preflight_pass | returncode=0 | early=0.729 late=0.078"
vbm1_gain_trim_controller_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | first=0.050 late=0.020"
vbm1_gain_trim_controller_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | spectre_strict:preflight_pass | returncode=0 | first=0.540 late=0.510"
vbm1_gain_trim_controller_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | generated_include=gain_trim_controller.va | spectre_strict:preflight_pass | returncode=0 | first=0.490 late=0.420"
vbm1_gain_trim_controller_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:5 | gold_dut_include=gain_trim_controller.va | spectre_strict:preflight_pass | returncode=0 | first=0.300 late=0.200"
vbm1_leaky_hold_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | high=0.495 decayed=0.467 rst=0.000"
vbm1_leaky_hold_dut,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=leaky_hold.va"
vbm1_leaky_hold_e2e,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=leaky_hold.va | spectre_strict:conditional_transition=leaky_hold.va"
vbm1_leaky_hold_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=leaky_hold.va | spectre_strict:preflight_pass | returncode=0 | high=0.563 decayed=0.046 rst=0.000"
vbm1_lock_detector_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | early_high=0.000 late_high=0.400"
vbm1_lock_detector_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | early_high=0.000 late_high=0.792"
vbm1_lock_detector_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | generated_include=lock_detector.va | spectre_strict:preflight_pass | returncode=0 | early_high=0.000 late_high=0.000"
vbm1_lock_detector_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=lock_detector.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source Vrst: Vrst: PWL wave must contain at least one time/value pair | tran.csv missing"
vbm1_offset_calibration_fsm_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | first=0.040 mid=0.030 late=0.040"
vbm1_offset_calibration_fsm_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | first=0.300 mid=0.400 late=0.400"
vbm1_offset_calibration_fsm_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | generated_include=offset_calibration_fsm.va | spectre_strict:preflight_pass | returncode=0 | first=-0.800 mid=-0.800 late=-0.800"
vbm1_offset_calibration_fsm_tb,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=offset_calibration_fsm.va | spectre_strict:preflight_pass | returncode=0 | first=0.610 mid=0.450 late=0.850"
vbm1_offset_comparator_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | clock_decisions=7 | high_ok=1 | low_ok=1"
vbm1_offset_comparator_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | clock_decisions=7 | high_ok=1 | low_ok=1"
vbm1_offset_comparator_e2e,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,generated_include=cmp_offset_ref.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source VINP: VINP: PWL wave must contain at least one time/value pair | ERROR: Invalid source VINN: VINN: PWL wave must contain at least one time/value pair | tran.csv missing
vbm1_offset_comparator_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=cmp_offset_ref.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source VINP: VINP: PWL wave must contain at least one time/value pair | tran.csv missing"
vbm1_one_shot_timer_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | trig_edges=5 pulse_edges=1 pulse_frac=0.8454"
vbm1_one_shot_timer_dut,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:conditional_transition=one_shot_timer.va"
vbm1_one_shot_timer_e2e,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=one_shot_timer.va | spectre_strict:unsupported_tb_directives=13:curly_block,14:curly_block,17:curly_block,18:curly_block,21:curly_block,22:curly_block,25:curly_block,26:curly_block | spectre_strict:uncontinued_multiline_source=10:Vtrig (trig 0) vsource type=pwl wave=[,36:Vrst (rst_n 0) vsource type=pwl wave=[ | spectre_strict:conditional_transition=one_shot_timer.va"
vbm1_one_shot_timer_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,gold_dut_include=one_shot_timer.va | spectre_strict:preflight_pass | returncode=1 | ERROR: Invalid source Vrst: Vrst: PWL wave must contain at least one time/value pair | ERROR: Invalid source Vtrig: Vtrig: PWL wave must contain at least one time/value pair | tran.csv missing
vbm1_peak_detector_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | pre=0.550 rst=0.000 late=0.700"
vbm1_peak_detector_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=0 | pre=0.550 rst=0.269 late=0.700"
vbm1_peak_detector_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:3 | generated_include=peak_detector.va | spectre_strict:preflight_pass | returncode=0 | pre=1.638 rst=2.500 late=2.500"
vbm1_peak_detector_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=peak_detector.va | spectre_strict:uncontinued_multiline_source=7:Vin (vin 0) vsource type=pwl wave=[,25:Vrst (rst 0) vsource type=pwl wave=["
vbm1_pfd_reset_race_bugfix,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:preflight_pass | returncode=0 | up_first=0.0100 dn_first=0.0000 up_second=0.0000 dn_second=0.0100 up_pulses_first=5 dn_pulses_second=5 overlap_frac=0.0000"
vbm1_pfd_reset_race_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:4 | spectre_strict:interface_parameter_missing=pfd_updn:tedge instance=IDUT passed=tedge,vth declared=reset_delay,td,vhi,vth | spectre_strict:preflight_pass | returncode=0 | up_first=0.0100 dn_first=0.0000 up_second=0.0000 dn_second=0.0100 up_pulses_first=5 dn_pulses_second=5 overlap_frac=0.0000"
vbm1_pfd_reset_race_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | generated_include=pfd_updn.va | spectre_strict:preflight_pass | returncode=0 | up_first=0.0500 dn_first=0.0000 up_second=0.0500 dn_second=0.0000 up_pulses_first=1 dn_pulses_second=0 overlap_frac=0.0000"
vbm1_pfd_reset_race_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:4 | gold_dut_include=pfd_updn.va | spectre_strict:preflight_pass | returncode=0 | up_first=0.2000 dn_first=0.0000 up_second=0.2000 dn_second=0.0000 up_pulses_first=10 dn_pulses_second=0 overlap_frac=0.0000"
vbm1_precision_rectifier_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:conditional_transition=precision_rectifier.va"
vbm1_precision_rectifier_dut,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | spectre_strict:conditional_transition=precision_rectifier.va"
vbm1_precision_rectifier_e2e,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:2 | generated_include=precision_rectifier.va | spectre_strict:conditional_transition=precision_rectifier.va"
vbm1_precision_rectifier_tb,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,gold_dut_include=precision_rectifier.va | spectre_strict:preflight_pass | returncode=0 | neg=0.615 pos=0.980
vbm1_resettable_counter_divider_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:3,inserted:1,signals:12 | spectre_strict:preflight_pass | returncode=0 | ratio=5 in_edges=80 out_edges=8 intervals=[10, 10, 10, 10, 10, 10] lock=1"
vbm1_resettable_counter_divider_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:3,inserted:1,signals:12 | spectre_strict:preflight_pass | returncode=0 | ratio=5 in_edges=80 out_edges=40 intervals=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] lock=1"
vbm1_resettable_counter_divider_e2e,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:12 | generated_include=clk_divider_ref.va | spectre_strict:conditional_transition=clk_divider_ref.va"
vbm1_resettable_counter_divider_tb,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:12 | gold_dut_include=clk_divider_ref.va | spectre_strict:preflight_pass | returncode=0 | ratio=5 in_edges=80 out_edges=16 intervals=[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5] lock=1"
vbm1_resettable_integrator_bugfix,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: '$abstime_step' | KeyError: '$abstime_step' | tran.csv missing"
vbm1_resettable_integrator_dut,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,"contract_save_pruned=removed:1,inserted:1,signals:3 | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: '$abstime_step' | KeyError: '$abstime_step' | tran.csv missing"
vbm1_resettable_integrator_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,source_unsupported_symbol,dut_source,unsupported_or_nonstandard_symbol,0.92,True,unsupported/nonstandard time symbol appears in source or runtime trace,generated_include=resettable_integrator.va | spectre_strict:preflight_pass | returncode=1 | evas_runtime_error=KeyError: '$abstime_step' | KeyError: '$abstime_step' | tran.csv missing
vbm1_resettable_integrator_tb,evas,FAIL_TB_COMPILE,FAIL,tb_source_parse,testbench_source,tb_source_or_netlist_parse,0.95,True,testbench/source parser rejected source syntax or waveform syntax,"contract_save_pruned=removed:1,inserted:1,signals:3 | gold_dut_include=resettable_integrator.va | spectre_strict:uncontinued_multiline_source=7:Vvin (vin 0) vsource type=pwl wave=[,29:Vrst (rst 0) vsource type=pwl wave=[ | spectre_strict:nonincreasing_pwl_time=7:t1=1e-08,t2=1e-08:Vvin (vin 0) vsource type=pwl wave=[,29:t1=6e-08,t2=6e-08:Vrst (rst 0) vsource type=pwl wave=["
vbm1_rotating_element_selector_bugfix,evas,FAIL_DUT_COMPILE,FAIL,source_semantics_preflight,dut_source,conditional_transition_semantics,0.95,True,transition() appears inside conditional/event/loop/case control flow,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:conditional_transition=rotating_element_selector.va"
vbm1_rotating_element_selector_dut,evas,PASS,PASS,pass,none,pass,1.0,False,status=PASS,"contract_save_pruned=removed:1,inserted:1,signals:6 | spectre_strict:preflight_pass | returncode=0 | highs={'sel0': 78, 'sel1': 102, 'sel2': 97, 'sel3': 51}"
vbm1_rotating_element_selector_e2e,evas,FAIL_SIM_CORRECTNESS,FAIL,behavior_check,candidate_behavior,checker_behavior_failure,0.9,False,simulation completed and checker reported a behavior mismatch,"contract_save_pruned=removed:1,inserted:1,signals:6 | generated_include=rotating_element_selector.va | spectre_strict:preflight_pass | returncode=0 | highs={'sel0': 316, 'sel1': 0, 'sel2': 0, 'sel3': 0}"
